1stEntity	2ndEntity	Relation	Sentence	False_Positive(x)_Checked_by_3_Annotators
damascus	syria	/location/administrative_division/country	but envoys for mr. abbas have been in contact with hamas 's exiled political chief , khaled mashal , who is in damascus , syria , palestinian officials said .	
india	hyderabad	/location/location/contains	when i was my daughter 's age , i lived with my grandparents for several months in hyderabad , india , while my parents , who were in england , found their footing in a foreign land .	
california	sacramento	/location/us_state/capital	speaking outside the stanford mansion in sacramento -- the site of the first presidential visit to california , by rutherford hayes , in 1880 -- mr. schwarzenegger , a republican , noted that presidential candidates had already come to the state to woo voters as the new primary date was being talked about . ''	x
watervliet	watervliet_arsenal	/location/location/contains	the cannon spent the winter at the watervliet_arsenal in watervliet , n.y. , and will remain there until the dispute is resolved .	
shilpa_shetty	india	/people/person/nationality	indian actress blames the ` lunatic fringe ' the bollywood actress shilpa_shetty , below , rebuked india 's '' lunatic fringe '' yesterday for the furious reaction to the kisses planted on her face by richard gere at a recent aids charity event in new delhi , agence france-press reported .	
jerome_robbins	new_york_city_ballet	/business/person/company	jerome_robbins choreographed two of his late ballets to bach in the first few months of 1994 , and both were on the third themed program of the new_york_city_ballet 's winter season , '' jerome_robbins : an american icon . ''	x
ehud_olmert	israel	/people/person/nationality	no one in the government was involved in this matter , '' prime minister ehud_olmert of israel said . ''	
south_korea	seoul	/location/country/administrative_divisions	mr. zucker began his career at nbc in 1986 as a researcher for the 1988 olympics in seoul , south_korea .	
lisa_ray	toronto	/people/person/place_of_birth	lisa_ray , the actress who said she wept unabashedly after first reading the script and who played one of the lead roles , was at her parents ' home in toronto when she heard the news . ''	x
middle_east	iran	/location/location/contains	speaking to reporters here after talks with prime minister ehud olmert and other top officials on his visit to the middle_east , mr. gates said that he had emphasized that iran posed a greater threat to israel than did the arab countries that were to receive the sophisticated weaponry .	
israel	west_bank	/location/location/contains	mr. abbas is trying to persuade palestinian factions to halt the rocket fire from gaza and work toward a new cease-fire with israel that would extend to the west_bank .	x
arne_duncan	chicago	/people/person/place_of_birth	arne_duncan , a top chicago public school official , is helping with mr. obama 's education platform .	x
josé_luis_rodríguez_zapatero	spain	/people/person/nationality	ms. royal took her last rally to toulouse , in the south , where she appeared before 17,000 supporters side by side with prime minister josé_luis_rodríguez_zapatero of spain , a socialist .	
cleveland	case_western_reserve_university	/location/location/contains	after viewing the works , ellen landau , a professor at case_western_reserve_university in cleveland and one of the world 's most respected pollock scholars , decided that they were authentic and agreed to help with scholarship for an exhibition of them , now scheduled to open on sept. 1 at the mcmullen museum of art at boston college .	
ukraine	kiev	/location/country/administrative_divisions	if there is a president in the country , if the president loves ukraine and respects ukrainians , if the president understands all the dangers facing the country , he will either dissolve the parliament or lose the remaining support of society , '' yulia v. tymoshenko , once mr. yushchenko 's prime minister , said friday , the russian news agency interfax reported from kiev .	
zagreb	croatia	/location/administrative_division/country	zagreb take vienna 's florid architecture , throw in budapest 's bubbling cafe culture , and you get zagreb , croatia 's grand capital .	
middle_east	israel	/location/location/contains	kissinger 's efforts to make peace in the middle_east after the 1973 arab-israeli war similarly laid the groundwork for a later breakthrough , in this case the landmark 1978 accord between egypt and israel .	
tucson	university_of_arizona_college_of_medicine	/location/location/contains	dr. sunil kripalani of the emory university school of medicine in atlanta and dr. barry d. weiss of the university_of_arizona_college_of_medicine in tucson suggest these strategies : doctors should assess the patient 's baseline understanding before providing extensive information : '' before we go on , could you tell me what you already know about high blood pressure ? ''	
maryland	carroll_county	/location/location/contains	i looked around for pat brodowski , who runs the heirloom garden at the carroll_county farm museum , in my neck of the woods in north-central maryland .	
ehud_olmert	israel	/people/person/nationality	a7 hamas rocket kills israeli an israeli man died from a qassam rocket launched from gaza , and prime minister ehud_olmert vowed to continue israel 's military assault on hamas as an effort to stop the rocket fire , warning that '' no one involved in terror is immune . ''	
berlin	germany	/location/administrative_division/country	while the two have met often to discuss iran , most of the sessions have been in official formats including the five permanent members of the security council and germany , in contrast to the more ad hoc berlin session with mr. lavrov and counterparts from germany and the european union .	
middle_east	turkey	/location/location/contains	3,932 number of chinese books bought by american publishers in 2005 ... ... ... 16 meanwhile , in the middle_east ... books published in iran in 2002 ... ... ... ... ... ... ... ... 35,854 percentage that were translations ... ... ... ... ... ... ... ... ... 23 new books published in turkey in 2004 ... ... ... ... ... ... ... 15,398 percentage that were translations ... ... ... ... ... ... ... ... ... 17 books banned by turkey , 2000-5 ... ... ... ... ... ... ... ... .	x
iran	natanz	/location/location/contains	on thursday in vienna , headquarters of the international atomic energy agency , diplomats said iran had begun installing centrifuges at its uranium enrichment plant at natanz , agence france-presse reported .	
south_korea	seoul	/location/country/administrative_divisions	lg electronics worldwide , seoul , south_korea , chose y&r advertising , part of the young & rubicam brands unit of the wpp group , as agency of record for a new line of full-high-definition , flat-screen tv sets .	
italy	umbria	/location/location/contains	the couple had already bought and restored one dream weekend home , casa fizie , a rectangular stone house on five acres between the towns of todi and orvieto in italy 's umbria region .	
viswanathan_anand	india	/people/person/nationality	that is viswanathan_anand of india .	
charles_harrelson	woody_harrelson	/people/person/children	woody_harrelson 's father dies in prison woody_harrelson 's father , charles_harrelson , 68 , has died in the high-security federal prison in florence , colo. , where he was serving two life sentences for the murder of a federal judge , the associated press reported yesterday .	
israel	west_bank	/location/location/contains	the palestinian president , mahmoud abbas , is trying to persuade militant factions like hamas , islamic jihad and his own al aksa martyrs brigades to stop firing rockets into israel for a month and then negotiate extending a cease-fire to the west_bank .	x
ehud_olmert	israel	/people/person/nationality	prime minister ehud_olmert recently appointed raleb majadele as israel 's first muslim arab cabinet minister , in charge of science , culture and sports .	
russian	russia	/people/ethnicity/geographic_distribution	for now , russian private companies are ahead of government rules , but they only do deals outside of russia .	
chase_carey	directv	/business/person/company	from a customer standpoint , we 'd have nothing more than what we had before , '' said chase_carey , the president of directv , '' but there are business terms that work for us .	
california	berkeley	/location/location/contains	kreisberg -- luisa , peacefully on february 1 , 2007 in berkeley , california .	
toronto	canada	/location/administrative_division/country	brothers ; ron -lrb- toronto , canada -rrb- , wayne -lrb- hull , quebec , canada -rrb- , george -lrb- california -rrb- , and his sister , helen -lrb- katsikaris -rrb- beck -lrb- texas -rrb- .	
general_electric	jeffrey_r._immelt	/business/company/major_shareholders	pressure to slim general_electric 's corporate portfolio at home has not stopped jeffrey_r._immelt 's aggressive plans for expanding in emerging markets .	
florida	boca_raton	/location/location/contains	a memorial service will be scheduled in boca_raton , florida .	
romania	bucharest	/location/location/contains	and in romania , the real estate company dtz echinox estimates that residential properties in middle-class parts of bucharest sell for an average of 1,000 euros , or $ 1,292 , per square meter .	
syria	damascus	/location/country/administrative_divisions	however , envoys for the palestinian authority president , mahmoud abbas , have been in contact with hamas 's exiled political chief , khaled mashal , who is in damascus , syria , palestinian officials said .	
lebanon	beirut	/location/country/capital	there is n't any democratic regime in the whole world , '' abbas mroue , 29 , said as he sat in a coffee shop with friends in beirut , lebanon , one day recently chatting about politics and governance . ''	x
mark_crispin_miller	new_york_university	/business/person/company	it 's so hypocritical for any network in this culture to go all puritanical on the subject of condom use when their programming is so salacious , '' said mark_crispin_miller , a media critic who teaches at new_york_university . ''	
ulrich_mühe	germany	/people/person/nationality	hitler comedy is the top draw in germany a jewish filmmaker 's comedy depicting hitler -lrb- helge schneider , right , with ulrich_mühe -rrb- as an impotent , bed-wetting drug addict became the most popular film in germany in its first week in theaters , agence france-presse reported , citing cinemaxx , the country 's biggest theater chain .	
south_korea	seoul	/location/location/contains	the top united states negotiator on north korea 's nuclear weapons program , christopher r. hill , an assistant secretary of state , said in seoul , south_korea , on tuesday that it was still possible to meet the deadline . ''	
syria	damascus	/location/country/administrative_divisions	syria wo n't touch the water , '' mr. liel said , adding that damascus understands '' the fears in israel over a lack of water . ''	
marissa_mayer	google	/business/person/company	it is a much more powerful way to find out about this time period in history , '' said marissa_mayer , vice president for search products and user experience at google .	
nashville	vanderbilt_university	/location/location/contains	mr. blount , who grew up in decatur , ga. , and attended vanderbilt_university in nashville as an undergraduate , does not come out and announce a thesis about his homeland , but he has a point of view and a list of favorite things and moments that allow the reader to draw inferences .	
iowa	sioux_city	/location/location/contains	another winner was terra industries , an agricultural and industrial chemical company in sioux_city , iowa .	
jordan	amman	/location/country/capital	she grew up in amman , jordan , in a westernized family , and attended the american community school , for american and european expatriates and a few well-to-do jordanians .	x
northern_ireland	belfast	/location/country/capital	during trips to northern_ireland from 1987 to 1994 , she saw the violence young people routinely encountered in belfast .	x
france	marne	/location/country/administrative_divisions	here are the familiar , and , more interestingly , some less familiar , shots of crowds in hyde park in london at george vi 's coronation , of picnickers on the banks of the marne in france and whores in valencia , spain .	
poland	warsaw	/location/location/contains	born in warsaw to a musical jewish family , he endured the murders of his parents and sister by the nazis in poland after he fled east to minsk and later tashkent , in what was then russia .	
random_house	donald_klopfer	/business/company/founders	mr. loomis has been at random_house since the days of donald_klopfer and bennett cerf , its founders , and the essence of that great publishing era still lingers in the halls -- at least for him , though the company has moved several times .	
algeria	algiers	/location/country/capital	on wednesday , suicide bombings killed 33 people in algiers , the capital of algeria .	
south_africa	cape_town	/location/country/capital	it relocates the tale 's doomed romantic triangle to khayelitsha , an industrial community near cape_town , south_africa ; sets the action in and around a cigarette factory ; and translates its libretto into xhosa , a regional language distinguished by its abundance of pops and clicks .	x
lebanon	beirut	/location/country/capital	mr. hariri was an outspoken critic of syria , and his killing , in a beirut car bombing in february 2005 , caused an outcry that eventually led to the withdrawal of syrian troops and security services from lebanon .	x
ontario	toronto	/location/province/capital	last saturday , jennifer dines , 35 , her husband and a friend drove 45 minutes from oshawa , ontario , to the inaugural crumpler sale at queen street west in toronto .	x
germany	berlin	/location/location/contains	mr. taylor begins , therefore , with the awkward , hastily improvised partition of germany and berlin after the war , and the irreconcilable differences that would make berlin a trigger for potential east-west conflict , and an insoluble problem for both adversaries , especially as german leaders , east and west , learned how to manipulate their masters .	
klaus_kleinfeld	germany	/people/person/nationality	klaus_kleinfeld , chief executive of siemens , the engineering conglomerate , said that it had 2,500 positions open in germany alone .	
germany	berlin	/location/country/capital	born in 1939 in germany , baltes had established a reputation as a leading quantitative psychologist by the time he returned to germany in 1980 to become director of the max planck institute for human development in berlin .	x
paramount_pictures	dreamworks	/business/company/founders	viacom 's movie studios , dreamworks and paramount_pictures , will look for opportunities in india over the next few months , viacom said .	x
canada	toronto	/location/location/contains	8 p.m. -lrb- fox -rrb- american idol -- southern discomfort as week 3 auditions begin in birmingham , ala. 9 p.m. (13) the cell next door -- last summer , 18 young men in toronto and two in atlanta -- most of whom had grown up in moderate , middle-class homes in canada and the united states -- were arrested on terrorism charges after being accused of plotting to blow up buildings and behead members of the canadian parliament and attending a terrortraining camp in ontario .	x
suffolk_county	kings_park	/location/location/contains	it was big news in the town of smithtown in suffolk_county when , just before the new year rolled in , 368 acres of land at a former state psychiatric institution in kings_park were transformed into state parkland .	
louis_tobacco	staten_island	/people/person/place_of_birth	in another on staten_island , on the south shore , louis_tobacco , a republican , was elected to complete the term of former assemblyman vincent m. ignizio , who was elected to the city council in a special election on feb. 20 .	x
vermont	ascutney	/location/location/contains	the vermont ski areas association has helped support the project , as have six other vermont ski areas : bolton valley , bromley , jay peak , ascutney , sugarbush and okemo .	
russian	russia	/people/ethnicity/geographic_distribution	the kremlin is hoping it can put the focus on gains in the russian economy at a forum for business leaders next month in st. petersburg , highlighting growth that has been overshadowed by negative political news from russia .	
rockland_county	new_city	/location/us_county/county_seat	edwin j. day , the rockland_county legislator whose district includes new_city , said he heard the same thought over and over from his constituents and did not disagree with it . ''	x
tunisia	nabeul	/location/location/contains	catherine gilbert bennett , a daughter of ellen and robert s. bennett of washington , was married there last evening to sophien lazhar bennaceur , a son of dalila and taieb l. bennaceur of nabeul , tunisia .	
ségolène_royal	france	/people/person/nationality	specializing in seasonal dishes from the poitou-charentes region in central-west france -lrb- where the socialist presidential candidate ségolène_royal is regional president -rrb- , le clou might offer a home-made foie gras or blood sausage to start , followed by grilled tuna with ratatouille or a rack of veal in a ginger and lemon balm sauce and its signature frozen nougat .	
mexico	mexico_city	/location/location/contains	ken shwedel , an agricultural economist in mexico_city for the dutch agribusiness bank rabobank , said prices were likely to remain high in the united states , which supplies about 25 percent of mexico 's corn . ''	
jacques_chirac	france	/people/person/nationality	she was an emblematic figure of the central role of women in the resistance , '' jacques_chirac , the president of france , said thursday in a statement .	
greenwich_village	new_york_city	/location/neighborhood/neighborhood_of	closer to home , before the new_york_city police locked the place up , he transformed a ghostly turn-of-the-century industrial shed on pier 52 , near gansevoort street in greenwich_village -lrb- where he grew up -rrb- , into a temporary cathedral of light .	x
jordan	amman	/location/location/contains	some renowned restaurants have shut down and reopened in amman , jordan , a city brimming with iraqi refugees .	
new_york_city	new_york_university	/location/location/contains	norman lived his entire life in new_york_city , attending dewitt clinton high school and new_york_university .	
calabria	crotone	/location/location/contains	members of the art squad of the carabinieri paramilitary police said more than 50 artifacts , including columns and mosaics , had been excavated from the site , above , near crotone in southern calabria , to decorate a nearby hotel complex .	
newark	university_of_medicine_and_dentistry_of_new_jersey	/location/location/contains	the bridegroom , 26 , will complete his medical degree next week at the university_of_medicine_and_dentistry_of_new_jersey , in newark , and is to begin an internship in neurological surgery in july at the university hospital in newark .	
brian_dawkins	jacksonville	/people/person/place_of_birth	according to glazer , philadelphia 's brian_dawkins and jacksonville 's donovin darius have trained at a mixed martial arts gym .	x
atiku_abubakar	nigeria	/people/person/nationality	lydia polgreen correction : february 27 , 2007 , tuesday a report in the world briefing column on wednesday about a court ruling that blocked nigeria 's president , olusegun obasanjo , from unseating his vice president , atiku_abubakar , misstated mr. abubakar 's ethnic background .	
russian	russia	/people/ethnicity/geographic_distribution	the suspect , the russian businessman andrei k. lugovoi , also contended that british intelligence officers had tried to recruit him to collect compromising material about president vladimir v. putin of russia . ''	
ukraine	kiev	/location/location/contains	if there is a president in the country , if the president loves ukraine and respects ukrainians , if the president understands all the dangers facing the country , he will either dissolve the parliament or lose the remaining support of society , '' yulia v. tymoshenko , once mr. yushchenko 's prime minister , said friday , the russian news agency interfax reported from kiev .	
laurent_merlin	france	/people/person/nationality	laurent_merlin , a 22-year-old forward from france , and rui fortes , a 24-year-old midfielder from portugal who has lived in the united states for 11 years , will train with the team and try to land roster spots .	
newark	vailsburg	/location/location/contains	in collaboration with assemblyman thomas p. giblin , a democrat whose family has roots in county roscommon and the vailsburg section of newark , mr. cummings , who was the assistant director for special collections at the newark public library , began searching archives for pieces of the story .	
hal_linden	new_york_city	/people/person/place_of_birth	barney miller , '' which ran from 1976 to 1982 , starred hal_linden as the captain of a new_york_city police precinct whose officers dealt with the zany characters who came , not always by choice , into the station house .	x
wisconsin	lake_geneva	/location/location/contains	northwoods of wisconsin the area along wisconsin 's northern border is called the northwoods region , known for its abundance of lakes and more affordable property , at least compared with places like lake_geneva or door county .	
northern_ireland	belfast	/location/country/capital	as noted elsewhere in the article , it was the irish news , of belfast , northern_ireland , not the irish times , of dublin .	x
ehud_olmert	israel	/people/person/nationality	secretary of state condoleezza rice will meet with mr. abbas and israel 's prime minister , ehud_olmert , on feb. 19 in jerusalem to work on a broader peace initiative .	
amazonas	manaus	/location/location/contains	all the research indicates that we are certain to find more gas in the amazon , '' eduardo braga , the governor of amazonas , said in an interview in manaus , the state capital . ''	x
new_york_city	baychester	/location/location/contains	the history baychester was largely marshland until a cucumber farm and pickle factory sprang up in the late 19th century , according to the encyclopedia of new_york_city .	
india	gujarat	/location/country/administrative_divisions	lalji desai , 38 , left , from mera , india , after pulling to the side of the road during a family vacation -lrb- mr. desai is executive director of a nongovernmental organization largely dedicated to helping the maldharis , a group of seminomadic herdsmen in gujarat state -rrb- : '' i am from this same kind of pastoral community , and we 've been working in the remotest area of the kutch district for a while .	
aroon_purie	india	/people/person/nationality	familial ties , and particularly familial sacrifice , play extremely well in this part of the world , and aroon_purie , the editor of the newsweekly india today , which sponsored the dinner , deployed them frothily in ms. bhutto 's favor .	
staten_island	eltingville	/location/location/contains	$ 300,000 to $ 599,999 eltingville $ 497,000 282 thornycroft avenue , staten_island number of bedrooms : 4 number of full bathrooms : 2 number of half bathrooms : 0 weeks on market : 22 weeks 50-year-old wood cape cod ; dining area , renovated baths , family room , finished basement , whirlpool , deck , 50-by-100-ft .	x
suffolk_county	sag_harbor	/location/location/contains	by summer , with the help of ms. russo 's boyfriend , david olson , who manages them as well as his own brooklyn band , a.d.d. nation , they had won a live music competition in suffolk_county and were pounding out original songs for hundreds of the hamptons ' well-heeled at beach night in sag_harbor , an annual outdoor concert .	x
arthur_miller	rebecca_miller	/people/person/children	rebecca_miller , daughter of the playwright arthur_miller and wife of the actor daniel day-lewis , wrote and directed this intimate yarn about three women trying to escape the oppression inflicted by the men in their lives .	
ukraine	kiev	/location/location/contains	aleksey kolupaev , 25 , works for an internet company in kiev , ukraine , and in his spare time , with his friend juriy ogijenko , he develops and sells software that can thwart captchas by analyzing the images and separating the letters and numbers from the background noise .	
israel	west_bank	/location/location/contains	they live under '' a suffocating blanket of permanent restrictions , '' they are unable to move freely between their villages , they are poor -lrb- with the prospect of yet deeper poverty -rrb- and they are helpless as israel 's settlements -- and those barriers -- expand on west_bank land that , in theory , is to be the nucleus of a palestinian state .	x
lower_manhattan	new_york_city	/location/neighborhood/neighborhood_of	a search by the city of its files concerning cesar a. borja , the new_york_city police officer whose death from lung disease was held up as an example of the medical problems affecting thousands of ground zero workers and volunteers , found no record that he worked in lower_manhattan until dec. 24 , 2001 , more than three months after the 9\/11 attack .	
florida	daytona_beach	/location/location/contains	he created a page on myspace , the social networking site , for his beach house ; under about me he listed fishing off the florida coast and attending nascar races in nearby daytona_beach as some of his interests .	x
ségolène_royal	france	/people/person/nationality	nicolas sarkozy was elected president of france , by a margin of six percentage points , defeating ségolène_royal by assembling a majority of older voters , high earners , farmers and professionals .	
damascus	syria	/location/administrative_division/country	however , envoys for the palestinian authority president , mahmoud abbas , have been in contact with hamas 's exiled political chief , khaled mashal , who is in damascus , syria , palestinian officials said .	
middle_east	syria	/location/location/contains	inexpensive iraqi prostitutes have helped to make syria a popular destination for sex tourists from wealthier countries in the middle_east .	
israel	jerusalem	/location/country/capital	arab officials said the united states had put enormous pressure on the saudis by calling on them to make a peace overture to israel , as ms. rice did tuesday in jerusalem .	x
chuck_hagel	nebraska	/people/person/place_lived	he was referring to senator sam brownback of kansas , who has formed a presidential exploratory committee , a step that allows him to raise money as he gauges support , and senator chuck_hagel of nebraska , widely mentioned as a possible candidate in 2008 .	
india	bihar	/location/location/contains	in 2004 , the last major flood , the death toll stood at 351 in bihar state , which is home to this village and many others sitting on some of the most vulnerable floodplains in india .	
switzerland	davos	/location/location/contains	no red carpet -- the founder of the annual economic conference in davos , switzerland , has asked hollywood celebrities to stay home this year , as a means to restore the event 's seriousness .	
jens_voigt	germany	/people/person/nationality	he maintained his overall lead of 21 seconds over jens_voigt of germany , a rider with the csc team , and of 54 seconds over his teammate jason mccartney , 33 , from coralville , iowa .	
russian	russia	/people/ethnicity/geographic_distribution	russian officials have begun formulating their starting positions , but german o. gref , russia 's trade minister , told reporters tuesday evening that moscow would start talks only after belarus had lifted transit duties and resumed oil transit .	
robert_gould_shaw	boston	/people/person/place_lived	a poet , novelist and playwright of sorts , mr. kirstein was also an essayist who wrote about everyone from james cagney , marilyn monroe and ernest hemingway to robert_gould_shaw , the boston blueblood who commanded a regiment of black soldiers in the civil war .	x
canada	toronto	/location/location/contains	the globe and mail of toronto , considered canada 's most serious newspaper , recently ran a front-page article about eating lobster dinner with mr. black in a restaurant ; the canadian newsmagazine macleans published a special edition last week devoted to the '' trial of the century . ''	
paris	france	/location/administrative_division/country	he and his wife own a pied - à - terre in paris and a home in st. tropez , and travel to france at least once a month .	
california	oakland	/location/location/contains	the woman , angel m. raich , 41 , of oakland , said in a statement that she had decided to concentrate on radiation therapy to treat a brain tumor , rather than appealing a federal court ruling that she was not immune to federal prosecution despite california law . ''	
asia	taiwan	/location/location/contains	in asia , we can keep contributing to society , '' said kazumitsu nakamura , 64 , a former engineer for hitachi who quit to go to taiwan , and was recently hired by a hitachi subsidiary to train taiwanese employees . ''	
iran	natanz	/location/location/contains	iran said last year that it planned to install 3,000 centrifuges by this spring at natanz , as a first step toward putting more than 50,000 of the devices in operation to produce nuclear fuel .	
google	eric_e._schmidt	/business/company/major_shareholders	business continues to be very , very good here at google , '' eric_e._schmidt , google 's chief executive , said in a conference call with investors and reporters .	
ted_sarandos	netflix	/business/person/company	it 's universally accepted that porn is the biggest trailblazer in new technology , '' said netflix 's chief content officer , ted_sarandos , who trolls the festival circuit for new material . ''	
paris	louvre	/location/location/contains	a palace that became a museum , the louvre is also a precursor of the barrel-vaulted arcades that sprang up in paris in the first half of the 19th century .	
albania	tirana	/location/country/capital	albania is for sure the most pro-american country in europe , maybe even in the world , '' said edi rama , tirana 's mayor and leader of the opposition socialists . ''	x
bertie_ahern	ireland	/people/person/nationality	even the nearby scene of the battle of the boyne , where in 1690 william of orange defeated james ii to reassert english protestant rule over ireland , and which was visited recently by ian paisley and prime minister bertie_ahern in a spirit of great joviality , joshing and gift-giving , is now likely to be relegated to the status of theme park .	
monmouth_county	freehold_township	/location/location/contains	the state has declared monmouth_county , freehold_township and atlantic city off limits to the otb parlors .	
westchester_county	mamaroneck	/location/location/contains	look at the contrast with a suburban school like mamaroneck in westchester_county .	
rockland_county	new_city	/location/location/contains	drexler -- beatrice c. , who ran candy mountain day camp in new_city , rockland_county , new york for more than 30 years before her retirement , died april 16 , at the age of 92 , her husband , the late elias j. drexler , was the senior vice president in the u.s. of fujfilm .	
israel	west_bank	/location/location/contains	it remained the administrative boundary separating israel from the occupied territories , with one law for the jewish and arab citizens of israel , and quite another one for the stateless palestinian residents of the west_bank .	x
new_york_city	rockefeller_university	/location/location/contains	but even if alexandria is able to hold down rents to recruit early-stage companies , there is no guarantee that the life sciences will flourish in new_york_city , said sheridan snyder , entrepreneur in residence at rockefeller_university .	x
chad_hurley	youtube	/business/person/company	chad_hurley , the co-founder and chief executive of youtube , said the company was still working on its filtering technology .	
philippines	manila	/location/country/administrative_divisions	in the philippines , the asian development bank , which lends money at low interest rates to poor countries , had agreed to finance manila 's new aqueduct .	
tanzania	mount_kilimanjaro	/location/location/contains	and he has started a biennial ted global conference that will be held in june at the base of mount_kilimanjaro in tanzania .	
boston	fenway_park	/location/location/contains	yankees manager joe torre has said that it is unlikely clemens will start in the three-game weekend series against boston at fenway_park .	
washington	seattle	/location/location/contains	many republicans and law enforcement officials in washington say they are puzzled about the dismissal of mr. mckay , whose brother is a former united states attorney in seattle who was the state vice chairman of mr. bush 's 2004 campaign .	x
eric_e._schmidt	google	/business/person/company	we are ecstatic about our financial results this past quarter , '' eric_e._schmidt , google 's chief executive , said during a conference call .	
venice	peggy_guggenheim_collection	/location/location/contains	philip rylands , director of the peggy_guggenheim_collection in venice , said that the terms of the competition had been altered during the process , '' so the vision for the punta della dogana changed from a dynamic center of contemporary art to a static museum of modern art . ''	
poland	warsaw	/location/country/capital	she was born in russia , educated in poland and france , and orphaned in warsaw in september , 1939 .	x
ehud_olmert	israel	/people/person/nationality	much of her day was spent traveling through the desert in police-escorted convoys for separate meetings with president hosni mubarak of egypt ; mahmoud abbas , the palestinian president , and prime minister ehud_olmert of israel .	
north_america	canada	/location/location/contains	the foundation of the fortune that allows the westons to fraternize with royalty is the loblaw companies , canada 's largest grocery chain and once one of north_america 's most innovative retailers .	
cape_may_county	stone_harbor	/location/location/contains	stone_harbor shares a seven-mile-long barrier island in cape_may_county with avalon , a slightly less manicured town to the north .	
toronto	royal_ontario_museum	/location/location/contains	those seeking a lesson in how to shake people up for money may want to take a page from the playbook of hilary m. weston , who has led fund-raising efforts for the royal_ontario_museum in toronto .	
spain	madrid	/location/location/contains	he settled in spain , criticized the castro government as tirelessly as he had once hounded its enemies , and founded the exile journal encuentro -- which remains widely read nearly five years after his sudden death , at 60 , in madrid .	
haleh_esfandiari	iran	/people/person/nationality	the other three -- haleh_esfandiari , a scholar ; kian tajbakhsh , a social scientist ; and parnaz azima , a journalist -- have been charged with spying , which could carry the death sentence under iran 's law .	x
eric_e._schmidt	google	/business/person/company	in an interview , google 's chief executive , eric_e._schmidt , declined to comment about 23andme 's business or its future products , but he said that in the course of evaluating the potential investment , the company had instituted an array of checks and balances to ensure objectivity , including the recusal of mr. brin from any discussions . ''	
russia	nizhny_novgorod	/location/location/contains	other russia was refused a permit to march in moscow , but defied the ban , as it has in two previous marches in st. petersburg and the volga river city of nizhny_novgorod .	
chad_hurley	google	/business/person/company	we 're confident we 're providing a new outlet for them for distribution , '' said chad_hurley , chief executive and co-founder of youtube , a division of google . ''	
canada	ontario	/location/country/administrative_divisions	toyota already has plants in ontario in canada , indiana and kentucky ; it recently opened one in san antonio .	
c._michael_armstrong	at&t	/business/person/company	when comcast made a hostile bid for at&t 's cable unit , its chief executive , c._michael_armstrong , hemmed and hawed , saying , '' we have no intention of selling our broadband business . ''	
israel	west_bank	/location/location/contains	israeli leaders say that mr. haniya has to enforce the gaza truce and stop rocket fire into israel before they will discuss the west_bank .	x
israel	jerusalem	/location/location/contains	but as one of the first buyers in eden hills -- a planned community 15 minutes southwest of jerusalem -- dr. schnabel , who is 49 , is emblematic of a new breed of visitor to israel : the foreign vacation-home buyer .	
israel	jerusalem	/location/location/contains	ms. rice will act as host for the meeting with mr. abbas and prime minister ehud olmert of israel at her hotel in jerusalem .	
colorado	boulder	/location/location/contains	in colorado three theater companies -- the curious theater company and paragon theater , both in denver , and theater13 in boulder -- have gone so far as to sue the state , arguing that smoking in the course of a play is a form of free expression .	
syria	damascus	/location/country/administrative_divisions	but envoys for mr. abbas have been in contact with hamas 's exiled political chief , khaled mashal , who is in damascus , syria , palestinian officials said .	
somalia	baidoa	/location/location/contains	ethiopian-led forces routed somalia 's islamist army last month after the islamists attacked baidoa , the seat of somalia 's transitional government .	
france	paris	/location/location/contains	nancy victoria lichterman , the daughter of marizon posas-lichterman of manhattan and the late monroe a. lichterman , was married on friday to gregory bret , the son of dominique lesaffre of le cap bénat , france , and jean-luc bret of paris .	
john_lasseter	pixar	/business/person/company	pixar 's founder , john_lasseter , and his chief animator spent a research week in winslow , and several '' cars '' scenes -- a motel with cabins shaped like tepees , a great historic hotel designed like a spanish hacienda -- were inspired by their visit . ''	
florida	broward_county	/location/location/contains	9 p.m. -lrb- fox -rrb- america 's most wanted : america fights back -- in this '' sexual predator special edition , '' john walsh , the show 's host , zeroes in on child-abuse cases as law enforcement agents arrest sex offenders in broward_county , florida .	
india	goa	/location/country/administrative_divisions	mr. nobay was born in new york , but spent most of his youth in kenya , his parents ' birthplace , and also in goa in india , where their ancestors originated .	
new_york_city	red_hook	/location/location/contains	a survey by the sierra club in neighborhoods southeast of the brooklyn bridge , including red_hook , brooklyn heights and park slope , found similar results , said suzanne y. mattei , the club 's new_york_city executive . ''	
tucson	university_of_arizona	/location/location/contains	shortly after that , beard , a native southern californian who attended the university_of_arizona , put her house in tucson up for sale and moved back to los angeles .	
kentucky	louisville	/location/location/contains	has louisville eclipsed kentucky as the commonwealth 's favorite team ? ''	x
malaysia	kuala_lumpur	/location/country/administrative_divisions	the jump , it seems , was long a dream for mr. corliss , a 30-year-old californian who is said to have parachuted from grand heights everywhere from paris to kuala_lumpur , malaysia .	
asia	malaysia	/location/location/contains	in a weird twist , the model not tall or white or asian enough for asia appeared last year on the covers of harper 's bazaar in malaysia , singapore , hong kong and kazakhstan -- not because tastes in models have changed so drastically , but because she had a part in one of the biggest hollywood movies of that summer , '' mission : impossible iii . ''	
